error_type,document_id,batch_code,transmitted_at,message_id,file_path,document_contractor_code,document_contractor_name,candidate_id,warehouse_code,warehouse_name,item_id,item_code,item_name,candidate_contractor_code,candidate_contractor_name,quantity_type,order_quantity,search_code,candidate_ordering_code_db,sent_order_cd_in_generated_logic,master_order_cd_is_used_for_ordering,fallback_jan_cd,fallback_other_piece_cd,recommended_correct_order_cd
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,57,20260506124508022,2026-05-06 14:00:47,put_69facafec3b74_20260506140046@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506125118.dat,1106,カナカン(株)食品  福井営業所,202,22,小浜店,143024,143024,◎アサヒ　スーパードライ３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,16,4901004007483,,,4901004006721,4901004007483,0000001430240,4901004006721
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,179,91,華むすびの蔵センター,211485,211485,　キリン　零ＩＣＨＩ（ゼロイチ）３５０ｍｌ,1330,三菱食品株式会社,CASE,2,4901411068244,,,4901411092577,4901411068244,0000002114859,4901411092577
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,180,91,華むすびの蔵センター,215462,215462,　キリン　生茶リッチ４００ｍｌ,1330,三菱食品株式会社,CASE,1,4909411097721,4909411097721,4909411097721,4909411097721,4909411097721,0000002154626,4909411097721
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,183,91,華むすびの蔵センター,131324,131324,　キリンウィスキー陸　４Ｌ,1330,三菱食品株式会社,CASE,4,4901411104232,4901411104232,4901411104232,4901411104232,4901411104232,0000001313246,4901411104232
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,185,91,華むすびの蔵センター,142056,142056,　ハイネケンロングネック瓶３３０ｍｌ,1330,三菱食品株式会社,CASE,4,4901411021928,,,4595315464013,4901411021928,0000001420562,4595315464013
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,187,91,華むすびの蔵センター,143209,143209,　キリン　一番搾り生３ＬＰＥＴ　,1330,三菱食品株式会社,CASE,48,4901411108933,4901411108933,4901411108933,4901411108933,4901411108933,0000001432091,4901411108933
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,189,91,華むすびの蔵センター,145015,145015,　キリンハートランド　樽１５Ｌ,1330,三菱食品株式会社,PIECE,4,4901411181707,4901411181707,4901411181707,4901411181707,4901411181707,0000001450156,4901411181707
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,190,91,華むすびの蔵センター,157919,157919,　ダンシングフレイム　ソーヴィニヨンブラン　７５０ｍｌ,1330,三菱食品株式会社,CASE,1,4962840962831,4962840962831,4962840962831,4962840962831,4962840962831,0000001579192,4962840962831
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,194,91,華むすびの蔵センター,171318,171318,　キリン　まっこい梅酒　パック　２Ｌ,1330,三菱食品株式会社,CASE,2,4901411034966,4901411034966,4901411034966,4901411034966,4901411034966,0000001713183,4901411034966
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,195,91,華むすびの蔵センター,171447,171447,　ホワイトホース　樽詰めハイボール　７Ｌ,1330,三菱食品株式会社,PIECE,12,4901411078403,4901411078403,4901411078403,4901411078403,4901411078403,0000001714470,4901411078403
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,196,91,華むすびの蔵センター,171909,171909,　キリン　氷結　無糖　レモン　コンク１．８Ｌ,1330,三菱食品株式会社,CASE,4,4901411106274,4901411106274,4901411106274,4901411106274,4901411106274,0000001719093,4901411106274
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,198,91,華むすびの蔵センター,171959,171959,　キリン　陸ハイボール３ＬＰＥＴ,1330,三菱食品株式会社,CASE,4,4901411107592,4901411107592,4901411107592,4901411107592,4901411107592,0000001719598,4901411107592
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,203,91,華むすびの蔵センター,172206,172206,　デカイパー　クレームドカシス　７００ｍｌ,1330,三菱食品株式会社,CASE,2,4901411043982,4901411043982,4901411043982,4901411043982,4901411043982,0000001722062,4901411043982
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,205,91,華むすびの蔵センター,172082,172082,　ベイリーズ　アイリッシュクリーム　７００ｍｌ,1330,三菱食品株式会社,CASE,2,4974061191006,,,5011013100156,4974061191006,0000001720822,5011013100156
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,208,91,華むすびの蔵センター,213082,213082,　キリン　小岩井　純水りんご１．５Ｌ,1330,三菱食品株式会社,CASE,8,4909411057992,,,4909411077013,4909411057992,0000002130828,4909411077013
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,211,91,華むすびの蔵センター,213218,213218,　キリン小岩井　純水ぶどう１．５Ｌ,1330,三菱食品株式会社,CASE,4,4909411045838,,,4909411077037,4909411045838,0000002132181,4909411077037
OK,53,20260506123134091,2026-05-06 14:00:57,put_69facb0853900_20260506140056@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125113.dat,1330,三菱食品株式会社,212,91,華むすびの蔵センター,241037,241037,　ＭＹ　レモン７２０ｍｌ,1330,三菱食品株式会社,CASE,1,4902701352142,4902701352142,4902701352142,4902701352142,4902701352142,0000002410371,4902701352142
OK,67,20260506135524010,2026-05-06 14:01:04,put_69facb0f32a62_20260506140103@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506140059.dat,1202,国分中部㈱第二支社 福井支店,269,10,敦賀店,122538,122538,　２５°一本義　カストリ焼酎クラシック７２０ｍｌ,1202,国分中部㈱第二支社 福井支店,PIECE,4,4973092010485,4973092010485,4973092010485,4973092010485,4973092010485,0000001225389,4973092010485
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,49,20260506122300091,2026-05-06 14:01:14,put_69facb19616d4_20260506140113@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506125108.dat,1202,国分中部㈱第二支社 福井支店,92,91,華むすびの蔵センター,211019,211019,　ホッピービバレッジホッピーブラック３３０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4971701119215,,,4971701311138,4971701119215,0000002110196,4971701311138
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,49,20260506122300091,2026-05-06 14:01:14,put_69facb19616d4_20260506140113@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506125108.dat,1202,国分中部㈱第二支社 福井支店,93,91,華むすびの蔵センター,112957,112957,　一本義　辛口純米酒７２０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,2,4973092009915,,,4973092111229,4973092009915,0000001129571,4973092111229
OK,48,20260506123303003,2026-05-06 14:01:17,put_69facb1c73b81_20260506140116@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506125000.dat,1106,カナカン(株)食品  福井営業所,186,3,坂井店,185902,185902,　サントリー　－１９６無糖　ダブルレモン７％　３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901777393981,4901777393981,4901777393981,4901777393981,4901777393981,0000001859027,4901777393981
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,48,20260506123303003,2026-05-06 14:01:17,put_69facb1c73b81_20260506140116@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506125000.dat,1106,カナカン(株)食品  福井営業所,188,3,坂井店,184722,184722,　サントリー　－１９６ストロングゼロ　ドライ　３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,5,4901777240971,,,4901777241497,4901777240971,0000001847222,4901777241497
OK,47,20260506123303003,2026-05-06 14:01:20,put_69facb1f8dedd_20260506140119@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125000.dat,1330,三菱食品株式会社,182,3,坂井店,181244,181244,　サンガリア　うまサワー　クリアレモン無糖４９０ｍｌ,1330,三菱食品株式会社,CASE,1,4902179023759,4902179023759,4902179023759,4902179023759,4902179023759,0000001812442,4902179023759
OK,47,20260506123303003,2026-05-06 14:01:20,put_69facb1f8dedd_20260506140119@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125000.dat,1330,三菱食品株式会社,191,3,坂井店,185836,185836,　キリン　氷結　無糖グレープフルーツ　Ａｌｃ．４％　５００ｍｌ,1330,三菱食品株式会社,CASE,1,4901411113722,4901411113722,4901411113722,4901411113722,4901411113722,0000001858365,4901411113722
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,47,20260506123303003,2026-05-06 14:01:20,put_69facb1f8dedd_20260506140119@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125000.dat,1330,三菱食品株式会社,192,3,坂井店,185838,185838,　キリン　氷結　無糖グレープフルーツ　Ａｌｃ．７％　５００ｍｌ,1330,三菱食品株式会社,CASE,1,4901411113654,,,4901411130859,4901411113654,0000001858389,4901411130859
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,47,20260506123303003,2026-05-06 14:01:20,put_69facb1f8dedd_20260506140119@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506125000.dat,1330,三菱食品株式会社,193,3,坂井店,184535,184535,　キリン　氷結ストロング　シチリア産レモン糖類ゼロ　５００ｍｌ,1330,三菱食品株式会社,CASE,1,4901411035123,,,4901411035116,4901411035123,0000001845358,4901411035116
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,46,20260506122218021,2026-05-06 14:01:23,put_69facb22b2ad1_20260506140122@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123554.dat,1106,カナカン(株)食品  福井営業所,90,21,江守店,211052,211052,　ウィルキンソン　タンサン　レモン５００ｍｌＰＥＴ,1106,カナカン(株)食品  福井営業所,CASE,1,4514603282610,,,4514603347418,4514603282610,0000002110523,4514603347418
OK,45,20260506123254009,2026-05-06 14:01:26,put_69facb2642e3e_20260506140126@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123445.dat,1106,カナカン(株)食品  福井営業所,181,9,ヴィオ店,172486,172486,　ジャックダニエル　テネシーアップル　７００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,5099873017623,5099873017623,5099873017623,5099873017623,5099873017623,0000001724868,5099873017623
OK,44,20260506122853003,2026-05-06 14:01:29,put_69facb2915030_20260506140129@lw-hana.co.jp,jx-orders/2026-05-06/1017_order_20260506123052.dat,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,166,3,坂井店,213195,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,CASE,1,4902102150620,4902102150620,4902102150620,4902102150620,4902102139052,0000002131955,4902102150620
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,113,3,坂井店,132381,132381,　フォアローゼス　７００ｍｌ,1330,三菱食品株式会社,CASE,1,4901411070766,4901411070766,4901411070766,4901411070766,4901411070766,0000001325034,4901411070766
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,116,3,坂井店,144005,144005,　ドラフトギネス缶３３０ｍｌ,1330,三菱食品株式会社,CASE,1,5000213008829,5000213008829,5000213008829,5000213008829,0000050213795,0000001440058,5000213008829
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,119,3,坂井店,147214,147214,　キリン　のどごし　ＺＥＲＯ５００ｍｌ,1330,三菱食品株式会社,CASE,3,4901411089638,4901411089638,4901411089638,4901411089638,4901411080987,0000001472141,4901411089638
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,122,3,坂井店,157894,157894,　ダンシングフレーム　カベルネソービニヨン　７５０ｍｌ,1330,三菱食品株式会社,CASE,1,4962840962817,4962840962817,4962840962817,4962840962817,4962840962817,0000001578942,4962840962817
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,123,3,坂井店,157915,157915,　ダンシングフレイム　シャルドネ　７５０ｍｌ,1330,三菱食品株式会社,CASE,1,4962840962848,4962840962848,4962840962848,4962840962848,4962840962848,0000001579154,4962840962848
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,126,3,坂井店,171249,171249,　キリン　かろやか梅酒　パック　１Ｌ,1330,三菱食品株式会社,CASE,1,4901411029443,4901411029443,4901411029443,4901411029443,4901411029443,0000001712490,4901411029443
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,128,3,坂井店,172017,172017,○デカイパー　ピーチツリー　７００ｍｌ,1330,三菱食品株式会社,CASE,1,4901411031217,4901411031217,4901411031217,4901411031217,4973480601424,0082230579754,4901411031217
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,131,3,坂井店,181070,181070,　キリン　本搾りプレミアム　４種のレモンと日向夏３５０ｍｌ,1330,三菱食品株式会社,CASE,2,4901411121451,4901411121451,4901411121451,4901411121451,4901411121451,0000001810707,4901411121451
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,132,3,坂井店,181072,181072,　キリン　本搾りプレミアム　３種の柑橘とシークヮーサー３５０ｍｌ,1330,三菱食品株式会社,CASE,1,4901411121499,4901411121499,4901411121499,4901411121499,4901411121499,0000001810721,4901411121499
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,133,3,坂井店,181084,181084,　キリン　氷結　無糖ウメ　Ａｌｃ．７％　３５０ｍｌ,1330,三菱食品株式会社,CASE,1,4901411134536,4901411134536,4901411134536,4901411134536,4901411122090,0000001810844,4901411134536
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,134,3,坂井店,181179,181179,×キリン　華よい　白桃スパークリング３５０ｍｌ,1330,三菱食品株式会社,CASE,1,4901411133881,4901411133881,4901411133881,4901411133881,4901411133881,0000001811797,4901411133881
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,135,3,坂井店,181180,181180,×キリン　華よい　檸檬スパークリング３５０ｍｌ,1330,三菱食品株式会社,CASE,1,4901411133959,4901411133959,4901411133959,4901411133959,4901411133959,0000001811803,4901411133959
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,137,3,坂井店,184010,184010,　キリン　氷結　もも３５０ｍｌ,1330,三菱食品株式会社,CASE,3,4901411150895,4901411150895,4901411150895,4901411150895,4901411048406,0000001840100,4901411150895
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,141,3,坂井店,184265,184265,　キリン　氷結　パイナップル３５０ｍｌ,1330,三菱食品株式会社,CASE,1,4901411066998,4901411066998,4901411066998,4901411066998,4901411066998,0000001842654,4901411066998
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,142,3,坂井店,184274,184274,　キリン　本搾り　ピンクグレープフルーツ５００ｍｌ,1330,三菱食品株式会社,CASE,1,4901411082127,4901411082127,4901411082127,4901411082127,4901411082127,0000001842746,4901411082127
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,144,3,坂井店,184535,184535,　キリン　氷結ストロング　シチリア産レモン糖類ゼロ　５００ｍｌ,1330,三菱食品株式会社,CASE,2,4901411035116,4901411035116,4901411035116,4901411035116,4901411035123,0000001845358,4901411035116
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,145,3,坂井店,184659,184659,　キリン　氷結　レモン５００ｍｌ,1330,三菱食品株式会社,CASE,2,4901411000473,4901411000473,4901411000473,4901411000473,4901411000473,0000001846591,4901411000473
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,147,3,坂井店,184880,184880,　キリン　麒麟特製　レモンサワー　ＡＬＣ．９％３５０ｍｌ,1330,三菱食品株式会社,CASE,2,4901411101446,4901411101446,4901411101446,4901411101446,4901411083667,0000001848809,4901411101446
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,148,3,坂井店,184890,184890,　キリン　麒麟特製　コーラサワー５００ｍｌ,1330,三菱食品株式会社,CASE,1,4901411101422,4901411101422,4901411101422,4901411101422,4901411083728,0000001848908,4901411101422
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,153,3,坂井店,185349,185349,　キリン　麒麟特製　グレープサワー３５０ｍｌ,1330,三菱食品株式会社,CASE,1,4901411101538,4901411101538,4901411101538,4901411101538,4901411091631,0000001853490,4901411101538
OK,43,20260506122853003,2026-05-06 14:01:33,put_69facb2c2e521_20260506140132@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506123052.dat,1330,三菱食品株式会社,159,3,坂井店,210878,210878,　キリン　自然が磨いた天然水２Ｌ,1330,三菱食品株式会社,CASE,4,4909411089030,4909411089030,4909411089030,4909411089030,4909411089030,0000002108780,4909411089030
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,99,3,坂井店,121031,121031,○２５°鏡月グリ－ン　ペット１．８Ｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901777241671,4901777241671,4901777241671,4901777241671,8801152134054,0000001210316,4901777241671
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,104,3,坂井店,122446,122446,　２５°黒霧島（芋）９００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4972776941879,4972776941879,4972776941879,4972776941879,4972776941879,0000001224467,4972776941879
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,105,3,坂井店,122794,122794,　２５°蔵の神（芋）１．８Ｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4989489141328,4989489141328,4989489141328,4989489141328,4989489141328,0000001227949,4989489141328
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,106,3,坂井店,122923,122923,　２５°れんとパック１．８Ｌ（黒糖）,1021,カナカン(株)酒類　福井営業所,CASE,1,4516251050016,4516251050016,4516251050016,4516251050016,4516251050016,0000001229233,4516251050016
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,108,3,坂井店,122943,122943,　２５°黒霧島チュパック９００ｍｌ（芋）,1021,カナカン(株)酒類　福井営業所,CASE,1,4972776946874,4972776946874,4972776946874,4972776946874,4972776946874,0000001229431,4972776946874
