error_type,document_id,batch_code,transmitted_at,message_id,file_path,document_contractor_code,document_contractor_name,candidate_id,warehouse_code,warehouse_name,item_id,item_code,item_name,candidate_contractor_code,candidate_contractor_name,quantity_type,order_quantity,search_code,candidate_ordering_code_db,sent_order_cd_in_generated_logic,master_order_cd_is_used_for_ordering,fallback_jan_cd,fallback_other_piece_cd,recommended_correct_order_cd
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,8,20260506105835071,2026-05-06 14:03:47,put_69facbb2af5a5_20260506140346@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506111030.dat,1106,カナカン(株)食品  福井営業所,33,71,特販課,184185,184185,　ニッカ　ブラックニッカ　クリアハイボール３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4904230038030,,,4904230076049,4904230038030,0000001841855,4904230076049
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,8,20260506105835071,2026-05-06 14:03:47,put_69facbb2af5a5_20260506140346@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506111030.dat,1106,カナカン(株)食品  福井営業所,38,71,特販課,322703,322703,　五月ヶ瀬メイシャローズ２０枚,1127,カナカン(株)菓子  福井営業所,PIECE,5,4981175030305,,,4981175030527,4981175030305,0000003227039,4981175030527
SENT_DIFFERS_FROM_MASTER_ORDER_CD,7,20260506104651002,2026-05-06 14:03:50,put_69facbb58e4b2_20260506140349@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506104734.dat,1106,カナカン(株)食品  福井営業所,26,2,二の宮店,145061,145061,　アサヒ　スタイルフリー　トリプルゼロ５００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,8,4901004066190,4901004066190,4901004066190,4901004066268,4901004066190,0000001450613,4901004066268
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,5,20260506102357091,2026-05-06 14:03:56,put_69facbbb49e2b_20260506140355@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506104501.dat,1106,カナカン(株)食品  福井営業所,25,91,華むすびの蔵センター,211076,211076,　アサヒ　三ツ矢サイダー缶２５０ｍｌ,1106,カナカン(株)食品  福井営業所,CASE,4,4901004264411,,,4514603217612,4901004264411,0000002110769,4514603217612
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,4,20260506102357091,2026-05-06 14:03:58,put_69facbbe28458_20260506140358@lw-hana.co.jp,jx-orders/2026-05-06/1017_order_20260506104501.dat,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,16,91,華むすびの蔵センター,211072,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,CASE,10,4902102059619,,,0000002110721,4902102059619,0000002110721,0000002110721
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,4,20260506102357091,2026-05-06 14:03:58,put_69facbbe28458_20260506140358@lw-hana.co.jp,jx-orders/2026-05-06/1017_order_20260506104501.dat,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,18,91,華むすびの蔵センター,211173,211173,　コカコーラ　カナダドライ　ジンジャーエール５００ｍｌペット,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,CASE,2,4902102058674,,,4902102077354,4902102058674,0000002111735,4902102077354
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,4,20260506102357091,2026-05-06 14:03:58,put_69facbbe28458_20260506140358@lw-hana.co.jp,jx-orders/2026-05-06/1017_order_20260506104501.dat,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20,91,華むすびの蔵センター,211523,211523,　コカコーラ　コカコーラ　缶　２５０ｍｌ,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,CASE,4,4902102124843,,,4902102000161,4902102124843,0000002115238,4902102000161
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,3,20260506091053091,2026-05-06 14:04:01,put_69facbc0a9684_20260506140400@lw-hana.co.jp,jx-orders/2026-05-06/1017_order_20260506093406.dat,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,1,91,華むすびの蔵センター,210094,210094,　コカコーラ　いろはす５４０ｍｌ,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,CASE,1,4902102091855,,,4902102148597,4902102091855,0000002100944,4902102148597
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,1,20260506091053091,2026-05-06 14:04:04,put_69facbc34b7d3_20260506140403@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506091843.dat,1202,国分中部㈱第二支社 福井支店,2,91,華むすびの蔵センター,149693,149693,　ＡＢインベブ　バドワイザー　缶３３０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,2,4589724812121,,,4589724813357,4589724812121,0000001496932,4589724813357
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,2,20260506091053091,2026-05-06 14:04:06,put_69facbc603355_20260506140406@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506091844.dat,1330,三菱食品株式会社,3,91,華むすびの蔵センター,143052,143052,　ハイネケン３５０ｍｌ,1330,三菱食品株式会社,CASE,2,4901411019888,,,4595315464037,4901411019888,0000001430523,4595315464037
