warehouse_code,oracle_store_code,item_code,chosen_product_code,chosen_shelf_code,sales_flag,main_supplier_code,oracle_stock_qty,candidate_count
91,91,112404,112404000,W06412,0,1572,2,1
91,91,112416,112416000,G06402,0,1166,43,1
91,91,112417,112417000,E05201,0,1370,15,1
91,91,112420,112420000,E06104,0,1370,19,1
91,91,112421,112421000,D08202,0,1370,20,1
91,91,112427,112427000,W02203,0,1514,4,1
91,91,112433,112433000,G05407,0,1202,7,1
91,91,112446,112446000,F01107,0,1166,10,1
91,91,112448,112448000,E10112,0,1202,5,1
91,91,112451,112451000,W04203,0,1514,218,1
91,91,112457,112457000,G06302,0,1539,6,1
91,91,112493,112493000,W07106,0,1460,1,1
91,91,112494,112494000,E09110,0,1724,8,1
91,91,112496,112496000,I09104,0,1460,25,1
91,91,112504,112504000,D06201,0,1572,40,1
91,91,112506,112506000,W09102,0,2018,31,1
91,91,112509,112509000,C03104,0,1572,48,1
91,91,112510,112510000,C05105,0,1572,16,1
91,91,112512,112512000,G06401,0,1572,22,1
91,91,112516,112516000,G05309,0,1539,15,1
91,91,112517,112517000,G05304,0,1572,7,1
91,91,112525,112525000,YX0000,0,2018,5,1
91,91,112530,112530000,D04206,0,1202,17,1
91,91,112531,112531000,E05307,0,1572,8,1
91,91,112532,112532000,L08203,0,1572,25,1
91,91,112545,112545000,H05104,0,1263,6,1
91,91,112561,112561000,W06107,0,1263,8,1
91,91,112569,112569000,F02112,0,1572,1,1
91,91,112572,112572000,C06101,0,1370,17,1
91,91,112573,112573000,C08202,0,1370,44,1
91,91,112587,112587000,E11202,0,1679,6,1
91,91,112597,112597000,G07407,0,2018,31,1
91,91,112601,112601000,C01206,0,1202,57,1
91,91,112611,112611000,D02101,0,1370,11,1
91,91,112619,112619000,H05105,0,2018,1,1
91,91,112623,112623000,D08205,0,1370,72,1
91,91,112640,112640000,L19301,0,1511,34,1
91,91,112643,112643000,AW0000,0,1370,1,1
91,91,112645,112645000,E08103,0,2018,13,1
91,91,112650,112650000,F04101,0,1460,28,1
91,91,112656,112656000,W06103,0,1460,1,1
91,91,112663,112663000,W07115,0,1539,1,1
91,91,112671,112671000,D06104,0,1370,4,1
91,91,112672,112672000,D05205,0,1370,17,1
91,91,112673,112673000,D02102,0,1370,22,1
91,91,112688,112688000,G06403,0,1539,30,1
91,91,112693,112693000,AW0000,0,1514,5,1
91,91,112710,112710000,L08205,0,1263,39,1
91,91,112727,112727000,W03203,0,1514,24,1
91,91,112730,112730000,AY0000,0,1202,1,1
91,91,112745,112745000,G06404,0,1543,139,1
91,91,112747,112747000,G06413,0,1741,10,1
91,91,112749,112749000,Q00000,0,1539,16,1
91,91,112750,112750000,G07305,0,1539,111,1
91,91,112752,112752000,F06102,0,1181,24,1
91,91,112777,112777000,G05406,0,1263,17,1
91,91,112779,112779000,I08106,0,2018,9,1
91,91,112780,112780000,G05403,0,1263,4,1
91,91,112782,112782000,W06413,0,1263,4,1
91,91,112784,112784000,E07103,0,1263,6,1
91,91,112786,112786000,E11113,0,1263,4,1
91,91,112789,112789000,I09101,0,1370,43,1
91,91,112800,112800000,G06308,0,1021,11,1
91,91,112809,112809000,I08110,0,1741,1,1
91,91,112816,112816000,YX0000,0,1741,20,1
91,91,112817,112817000,YX0000,0,9012,21,1
91,91,112820,112820000,YX0000,0,1202,-2,1
91,91,112821,112821000,G07106,0,1741,6,1
91,91,112825,112825000,E06103,0,9999,-3,1
91,91,112838,112838000,B14204,0,1370,23,1
91,91,112862,112862000,E09203,0,1512,3,1
91,91,112885,112885000,C09103,0,1514,66,1
91,91,112886,112886000,W04201,0,1514,43,1
91,91,112887,112887000,W03201,0,1514,-10,1
91,91,112889,112889000,AW0000,0,1514,35,1
91,91,112890,112890000,C07204,0,1572,17,1
91,91,112904,112904000,G06412,0,1021,14,1
91,91,112951,112951000,W08103,0,1012,43,1
91,91,112956,112956000,D06102,0,1202,39,1
91,91,112957,112957000,B04203,0,1202,84,1
91,91,112966,112966000,G08401,0,1263,7,1
91,91,113022,113022000,B15305,0,1290,21,1
91,91,113023,113023000,W07101,0,1021,1,1
91,91,113024,113024000,R04202,0,1290,16,2
91,91,113061,113061000,F02201,0,1589,1,1
91,91,113062,113062000,H05114,0,1589,3,1
91,91,113067,113067000,E06113,0,1021,2,1
91,91,113069,113069000,W07113,0,1021,5,1
91,91,113074,113074000,F02204,0,1369,8,1
91,91,113086,113086000,H08105,0,1743,70,1
91,91,113091,113091000,YX0000,0,9012,2,1
91,91,113138,113138000,H05101,0,1002,2,1
91,91,113164,113164000,G06203,0,1021,38,2
91,91,113177,113177000,E02205,0,1330,30,4
91,91,113190,113190000,AW0000,0,1816,2,1
91,91,113244,113244000,F02103,0,1385,2,1
91,91,113247,113247000,I08101,0,1021,1,1
91,91,113337,113337000,H06113,0,1021,1,1
91,91,113339,113339000,L19302,0,1330,16,1
91,91,113352,113352000,G06205,0,1202,50,1
91,91,113356,113356000,G05308,0,1021,10,1
91,91,113358,113358000,W07110,0,1021,1,1
91,91,113396,113396000,H05210,0,1021,1,1
91,91,113401,113401000,E11208,0,1021,4,1
91,91,113402,113402000,E07303,0,1021,3,1
91,91,113415,113415000,E07204,0,1021,3,1
91,91,113476,113476000,AW0000,0,1202,20,1
91,91,113536,113536000,G06102,0,1021,12,1
91,91,113538,113538000,H06211,0,1021,1,1
91,91,113540,113540000,YX0000,0,1002,-1,1
91,91,113543,113543000,AW0000,0,1021,34,1
91,91,113548,113548000,E08101,0,1021,1,1
91,91,113550,113550000,H06202,0,1021,1,1
91,91,113597,113597000,I09108,0,1021,1,1
91,91,113623,113623000,Q00000,0,1385,1,1
91,91,113705,113705000,Q00000,0,1021,2,1
91,91,113707,113707000,F08105,0,1290,14,1
91,91,113711,113711000,G05310,0,1021,11,1
91,91,113712,113712000,D03203,0,1021,56,1
91,91,113714,113714000,F06101,0,1290,25,1
91,91,113724,113724000,AW0000,0,1021,13,1
91,91,113727,113727000,AW0000,0,1021,59,1
91,91,113731,113731000,D07203,0,1330,17,1
91,91,113763,113763000,E10302,0,1021,10,1
91,91,113769,113769000,W06102,0,1021,7,1
91,91,113785,113785000,L08204,0,1021,48,1
91,91,113821,113821000,Q00000,0,1021,-6,1
91,91,113827,113827000,P17102,0,1290,94,1
91,91,113831,113831000,E09103,0,1330,2,1
91,91,113878,113878000,F01209,0,1021,6,1
91,91,113884,113884000,L10104,0,1021,17,1
91,91,113887,113887000,L10205,0,1021,19,1
91,91,113892,113892000,W06406,0,1021,8,1
91,91,113894,113894000,Q00000,0,1021,22,1
91,91,113895,113895000,W07105,0,1021,1,1
91,91,113910,113910000,W07305,0,1391,108,1
91,91,113920,113920000,E08104,0,1021,3,1
91,91,113964,113964000,P17101,0,1290,32,1
91,91,113969,113969000,R01101,0,1444,168,1
91,91,113988,113988000,AW0000,0,1021,2,1
91,91,113990,113990000,Q00000,0,1021,-10,1
91,91,113992,113992000,AW0000,0,1021,1,1
91,91,114018,114018000,Z01105,0,1021,547,7
91,91,114021,114021000,E02301,0,1021,42,3
91,91,114047,114047000,H06302,0,1202,7,2
91,91,114053,114053000,YC0000,0,1021,36,1
91,91,114054,114054000,YC0000,0,1021,20,1
91,91,114078,114078000,Z01107,0,1021,327,4
91,91,114121,114121001,M01306,,,6,2
91,91,114127,114127000,Z01202,0,1202,42,3
91,91,114149,114149000,H05209,0,1021,7,2
91,91,114157,114157000,YC0000,0,1202,21,2
91,91,114168,114168000,E01303,0,1021,60,4
91,91,114170,114170001,Z01104,,,5,4
91,91,114270,114270000,H06102,0,1021,9,1
91,91,115003,115003000,YX0000,0,1202,73,2
91,91,115007,115007000,E01203,0,1202,203,1
91,91,115013,115013000,B14101,0,1202,54,3
91,91,115014,115014000,G06202,0,1202,314,1
91,91,116001,116001000,F01101,0,1021,4,2
91,91,116005,116005000,Z01201,0,1330,100,1
91,91,116010,116010000,Q00000,0,1021,4,1
91,91,116013,116013900,F03102,,,-1,1
91,91,116015,116015000,R09201,0,1330,12,2
91,91,116019,116019000,R10201,0,1330,139,2
91,91,116036,116036000,R12201,0,1330,72,2
91,91,116057,116057000,E09213,0,1021,3,1
91,91,116070,116070000,YC0000,0,1021,8,1
91,91,116072,116072000,YC0000,0,1021,10,1
91,91,116074,116074000,YX0000,0,1021,27,1
91,91,116081,116081000,YC0000,0,1021,52,2
91,91,116083,116083000,YC0000,0,1021,7,1
91,91,116110,116110000,Z01203,0,1330,126,1
91,91,117003,117003000,C01105,0,1202,108,1
91,91,117005,117005000,E11109,0,1202,11,2
91,91,117006,117006000,D08204,0,1202,22,1
91,91,117010,117010000,B07104,0,1202,261,2
91,91,117016,117016000,D02202,0,1021,14,2
91,91,117017,117017000,D07102,0,1202,36,1
91,91,118224,118224000,YX0000,0,1429,3,1
91,91,118487,118487000,E09214,0,1021,6,1
91,91,118504,118504000,AW0000,0,2015,-36,1
91,91,118515,118515000,AW0000,0,2015,-20,1
91,91,118531,118531000,AW0000,0,2015,-36,1
91,91,118542,118542000,AW0000,0,2015,-20,1
91,91,118544,118544000,AW0000,0,2015,-12,1
91,91,118560,118560000,W06404,0,1021,2,1
91,91,118627,118627000,G07102,0,1290,13,1
91,91,118654,118654000,H05108,0,1731,2,1
91,91,118764,118764000,G07301,0,1021,10,1
91,91,118787,118787000,P12101,0,1772,198,1
91,91,118788,118788000,L20101,0,1772,1350,1
91,91,118828,118828000,W06108,0,1021,1,1
91,91,118839,118839000,AW0000,0,1021,6,1
91,91,118866,118866000,AW0000,0,1021,11,1
91,91,118969,118969000,YX0000,0,1021,1,1
91,91,118973,118973000,F01316,0,1021,3,1
91,91,119006,119006000,YX0000,0,1202,12,1
91,91,119020,119020000,H05316,0,1460,1,1
91,91,119040,119040000,AY0000,0,0001,-1,1
91,91,119066,119066000,I08105,0,1514,9,1
91,91,119067,119067000,B02101,0,1514,48,1
91,91,119078,119078000,D04202,0,1679,2,1
91,91,119119,119119000,G06307,0,1460,4,1
91,91,119144,119144000,G05404,0,1512,6,1
91,91,119146,119146000,G08205,0,1263,23,1
91,91,119148,119148000,G06305,0,1834,5,1
91,91,119169,119169000,G06407,0,1679,15,1
91,91,119179,119179000,G06406,0,1825,74,1
91,91,119279,119279000,E05309,0,1263,13,1
91,91,119283,119283000,YX0000,0,1263,20,1
91,91,119285,119285000,YX0000,0,1263,18,1
91,91,119286,119286000,YX0000,0,1263,2,1
91,91,119316,119316000,AW0000,0,1202,4,2
91,91,119334,119334000,F08101,0,1514,41,1
91,91,119335,119335000,F06104,0,1514,74,1
91,91,119388,119388000,YX0000,0,1679,30,1
91,91,119389,119389000,B01105,0,1679,23,1
91,91,119396,119396000,W07406,0,1741,21,1
91,91,119405,119405000,W07104,0,1512,2,1
91,91,119422,119422000,B04103,0,1572,86,1
91,91,119425,119425000,G06414,0,1679,12,1
91,91,119455,119455000,D01201,0,1512,49,1
91,91,119456,119456000,D06205,0,1512,62,1
91,91,119467,119467000,G07401,0,1741,2,1
91,91,119469,119469000,E07110,0,1263,5,1
91,91,119470,119470000,H06410,0,1263,3,1
91,91,119472,119472000,E05102,0,1263,11,1
91,91,119488,119488000,C08102,0,1263,5,1
91,91,119489,119489000,G06304,0,1263,7,1
91,91,119511,119511000,G05410,0,1263,14,1
91,91,119513,119513000,G07105,0,1263,11,1
91,91,119533,119533000,W01301,0,1514,3,1
91,91,119537,119537000,G06107,0,1263,5,1
91,91,119544,119544000,F01203,0,1679,8,1
91,91,119545,119545000,I14102,0,1370,35,1
91,91,119591,119591000,YX0000,0,1511,20,1
91,91,119592,119592000,YX0000,0,1511,20,1
91,91,119615,119615000,G06410,0,1514,-7,1
91,91,119616,119616000,W02202,0,1514,30,1
91,91,119619,119619000,YX0000,0,1181,123,1
91,91,119620,119620000,AW0000,0,1181,15,1
91,91,119644,119644000,G08301,0,1834,34,1
91,91,119647,119647000,YX0000,0,0001,2,1
91,91,119658,119658000,G07101,0,1834,60,1
91,91,119687,119687000,G08303,0,1263,19,1
91,91,119701,119701000,W07201,0,1725,48,1
91,91,119712,119712000,YX0000,0,1679,20,1
91,91,119713,119713000,YX0000,0,1679,1,1
91,91,119714,119714000,YX0000,0,1166,27,1
91,91,119715,119715000,YX0000,0,1166,50,1
91,91,119760,119760000,AW0000,0,1370,12,1
91,91,119761,119761000,AW0000,0,9012,6,1
91,91,121003,121003000,F01303,0,1021,7,4
91,91,121005,121005000,H05317,0,1021,9,2
91,91,121006,121006000,B01106,0,1021,1,4
91,91,121009,121009000,B11103,0,1021,5,1
91,91,121010,121010000,B10105,0,1021,1,1
91,91,121017,121017000,H05314,0,1202,25,1
91,91,121030,121030000,L18101,0,1202,4,1
91,91,121031,121031000,E11106,0,1021,4,2
91,91,121032,121032000,E05205,0,1021,7,1
91,91,121034,121034000,B03106,0,1021,4,1
91,91,121037,121037000,F02110,0,1202,11,2
91,91,121038,121038000,E09210,0,1202,11,2
91,91,121039,121039000,G05212,0,1202,3,1
91,91,121041,121041900,Y99999,,,5,1
91,91,121044,121044000,P16102,0,1202,20,1
91,91,121050,121050000,W05206,0,1202,33,1
91,91,121060,121060000,B06102,0,1021,12,1
91,91,121072,121072000,E06310,0,1202,19,1
91,91,121079,121079000,R04206,0,1330,42,2
91,91,121085,121085000,D08104,0,1202,21,3
91,91,121091,121091000,G05110,0,1330,4,2
91,91,121093,121093000,C07101,0,1330,12,2
91,91,121094,121094000,B11101,0,1202,9,1
91,91,121101,121101000,B10305,0,1202,19,1
91,91,121108,121108000,Q00000,0,1021,1,2
91,91,121138,121138000,E03303,0,1021,3,2
91,91,121139,121139000,H06308,0,1202,8,1
91,91,121141,121141000,E06209,0,1202,8,1
91,91,121150,121150000,G05105,0,1021,1,2
91,91,121163,121163000,G05109,0,1330,6,1
91,91,121164,121164000,B13101,0,1330,251,2
91,91,121166,121166000,E05203,0,1202,4,1
91,91,121167,121167000,F01301,0,1202,4,1
91,91,121169,121169000,G05103,0,1202,4,1
91,91,121179,121179000,E08108,0,1202,6,1
91,91,121181,121181000,L10103,0,1330,5,1
91,91,121183,121183000,AD199H,0,1009,12,2
91,91,121194,121194000,G05211,0,1202,10,1
91,91,121202,121202000,E11205,0,1021,11,1
91,91,121203,121203000,F05103,0,1021,18,1
91,91,121204,121204000,G05111,0,1202,2,1
91,91,121205,121205000,H05107,0,1202,2,1
91,91,121209,121209000,B12101,0,1772,180,1
91,91,121217,121217000,YC0000,0,1202,3,1
91,91,122001,122001000,H06413,0,1202,11,1
91,91,122003,122003000,E05204,0,1202,6,1
91,91,122008,122008000,Q00000,0,1021,2,1
91,91,122010,122010000,H05401,0,1014,5,1
91,91,122017,122017000,E05209,0,1202,4,1
91,91,122018,122018000,L09204,0,1021,44,2
91,91,122022,122022000,G08419,0,1021,7,1
91,91,122030,122030000,E06210,0,1330,22,1
91,91,122032,122032000,G05102,0,1021,3,1
91,91,122049,122049000,P11101,0,1330,303,4
91,91,122050,122050000,R09101,0,1330,169,3
91,91,122051,122051000,R08201,0,1330,231,2
91,91,122052,122052000,E05103,0,1428,27,2
91,91,122056,122056000,Z02101,0,1021,38,1
91,91,122058,122058000,Z01103,0,1006,720,3
91,91,122059,122059000,Z01104,0,1006,1208,1
91,91,122062,122062000,Q00000,0,1202,6,1
91,91,122063,122063000,B04106,0,1202,33,1
91,91,122068,122068000,H05202,0,1514,5,1
91,91,122073,122073000,E10206,0,1202,4,1
91,91,122088,122088000,L18105,0,1006,8,1
91,91,122093,122093000,E11214,0,1202,11,1
91,91,122096,122096000,E09313,0,1202,4,1
91,91,122097,122097000,E07206,0,1202,10,2
91,91,122098,122098000,H05302,0,1326,16,1
91,91,122099,122099000,E11101,0,1021,2,1
91,91,122100,122100000,F03201,0,1202,50,1
91,91,122101,122101000,F01108,0,1326,13,1
91,91,122121,122121000,E09109,0,1330,3,1
91,91,122124,122124000,W02301,0,1761,3,1
91,91,122126,122126000,C09101,0,1006,876,1
91,91,122130,122130000,E08312,0,1021,8,1
91,91,122132,122132000,G07103,0,1514,9,1
91,91,122140,122140000,E09312,0,1202,4,2
91,91,122144,122144000,H08205,0,1006,24,1
91,91,122146,122146000,D08101,0,1021,9,1
91,91,122150,122150000,H06407,0,1330,13,1
91,91,122157,122157000,E03313,0,1202,3,1
91,91,122158,122158000,L20103,0,1006,1336,1
91,91,122160,122160000,F02105,0,1021,3,2
91,91,122164,122164000,W06111,0,1021,1,1
91,91,122168,122168000,W07114,0,1202,10,1
91,91,122169,122169000,E09301,0,1202,6,1
91,91,122170,122170000,R02203,0,1481,31,1
91,91,122172,122172000,E06311,0,1330,8,1
91,91,122180,122180000,E06101,0,1202,4,2
91,91,122195,122195000,E11305,0,1202,4,1
91,91,122215,122215000,E05107,0,1202,3,1
91,91,122222,122222000,F02412,0,1021,1,1
91,91,122225,122225000,P14202,0,1002,29,1
91,91,122226,122226000,E06107,0,1202,12,1
91,91,122227,122227000,C08104,0,1202,147,1
91,91,122230,122230000,B04301,0,1002,8,1
91,91,122247,122247000,R03205,0,1002,16,1
91,91,122256,122256000,F02106,0,1330,6,1
91,91,122257,122257000,E07102,0,1330,4,1
91,91,122259,122259000,P17202,0,1002,7,1
91,91,122265,122265000,E06102,0,1784,23,1
91,91,122266,122266000,F01215,0,1784,30,1
91,91,122277,122277000,W06109,0,1202,4,1
91,91,122279,122279000,P10101,0,1330,993,4
91,91,122280,122280000,R06201,0,1330,311,2
91,91,122281,122281000,B05301,0,1002,13,1
91,91,122285,122285000,B08202,0,1202,8,2
91,91,122293,122293000,C01205,0,1021,31,1
91,91,122294,122294000,E09311,0,1021,5,1
91,91,122297,122297000,B15304,0,1202,16,2
91,91,122303,122303000,E08201,0,1021,6,1
91,91,122307,122307000,G05213,0,1021,6,1
91,91,122312,122312000,B15303,0,1202,24,1
91,91,122316,122316000,E08211,0,1428,20,1
91,91,122322,122322000,E07309,0,1330,6,1
91,91,122329,122329000,B04302,0,1002,13,1
91,91,122334,122334000,C05203,0,1202,24,1
91,91,122338,122338000,H05103,0,1326,3,1
91,91,122342,122342000,E05315,0,1202,3,1
91,91,122346,122346000,H06409,0,1021,3,1
91,91,122352,122352000,F02311,0,1014,9,1
91,91,122354,122354000,E07104,0,1014,7,1
91,91,122355,122355000,E06114,0,1326,3,1
91,91,122359,122359000,E09303,0,1202,17,3
91,91,122364,122364000,F02312,0,1326,6,1
91,91,122381,122381000,H05403,0,1021,2,1
91,91,122383,122383000,E08208,0,1202,6,1
91,91,122390,122390000,P15102,0,1290,58,1
91,91,122413,122413000,F08103,0,9012,15,1
91,91,122415,122415000,H05415,0,1021,2,1
91,91,122417,122417000,E09111,0,1002,8,1
91,91,122418,122418000,B01305,0,1002,10,1
91,91,122430,122430000,F02113,0,1021,7,1
91,91,122434,122434000,C03203,0,1202,112,1
91,91,122442,122442000,C09106,0,1021,37,4
91,91,122446,122446000,D08102,0,1021,104,2
91,91,122447,122447000,E07105,0,1330,24,1
91,91,122450,122450000,C03102,0,1202,6,2
91,91,122461,122461000,E07310,0,1202,4,1
91,91,122464,122464000,F02310,0,1326,11,1
91,91,122467,122467000,E05413,0,1326,1,1
91,91,122468,122468000,H05404,0,1326,1,1
91,91,122470,122470000,E11302,0,1202,13,1
91,91,122471,122471000,P14203,0,1202,20,1
91,91,122475,122475000,H06408,0,1202,10,1
91,91,122480,122480000,F01110,0,1202,17,1
91,91,122481,122481000,E08205,0,1202,18,1
91,91,122485,122485000,D09202,0,1021,6,1
91,91,122489,122489000,E06112,0,1021,5,1
91,91,122490,122490000,B15301,0,1202,20,1
91,91,122491,122491000,R02201,0,1202,13,1
91,91,122492,122492000,E07211,0,1021,1,1
91,91,122496,122496000,C03101,0,1283,43,1
91,91,122497,122497000,H05309,0,1283,12,1
91,91,122500,122500000,G08418,0,1021,12,1
91,91,122511,122511000,H05315,0,1002,5,1
91,91,122515,122515000,H06304,0,1138,11,1
91,91,122522,122522000,B03301,0,1048,21,1
91,91,122523,122523000,R07201,0,1202,147,2
91,91,122526,122526000,L10201,0,1202,19,2
91,91,122527,122527000,F01207,0,1330,19,1
91,91,122531,122531000,B16301,0,1202,18,2
91,91,122534,122534000,YX0000,0,1202,8,1
91,91,122538,122538000,B08206,0,1202,36,1
91,91,122542,122542000,E06309,0,1014,5,1
91,91,122559,122559000,E07308,0,1021,4,1
91,91,122562,122562000,R11203,0,1202,78,1
91,91,122563,122563000,R11202,0,1202,60,2
91,91,122567,122567000,H08201,0,1550,17,1
91,91,122578,122578000,B06206,0,1290,48,1
91,91,122579,122579000,F04102,0,1290,25,1
91,91,122584,122584000,I17203,0,1550,5,1
91,91,122585,122585000,B06203,0,1021,42,1
91,91,122591,122591000,B04204,0,1202,12,1
91,91,122595,122595000,R04203,0,1021,12,1
91,91,122599,122599000,B05101,0,1014,5,1
91,91,122603,122603000,L09203,0,1014,48,1
91,91,122605,122605000,E06302,0,1330,3,1
91,91,122611,122611000,E06201,0,1021,2,1
91,91,122616,122616000,F02108,0,1021,4,1
91,91,122617,122617000,C05206,0,1202,24,1
91,91,122630,122630000,G05205,0,1021,5,1
91,91,122632,122632000,R03201,0,1202,8,1
91,91,122633,122633000,P15203,0,1202,26,2
91,91,122634,122634000,R01202,0,1202,18,1
91,91,122646,122646000,L11203,0,1021,17,3
91,91,122656,122656000,E07108,0,1202,6,1
91,91,122662,122662000,E09205,0,1202,3,1
91,91,122667,122667000,E09206,0,1021,5,1
91,91,122678,122678000,E08310,0,1283,19,1
91,91,122686,122686000,H06415,0,1021,3,1
91,91,122687,122687000,H06203,0,1571,15,1
91,91,122688,122688000,B16302,0,1571,13,1
91,91,122691,122691000,P16203,0,1784,20,1
91,91,122695,122695000,W06104,0,1021,2,1
91,91,122705,122705000,G06101,0,1784,5,1
91,91,122706,122706000,H05303,0,1784,19,1
91,91,122723,122723000,C03202,0,1290,21,1
91,91,122728,122728000,E10313,0,1202,5,1
91,91,122730,122730000,W06402,0,1021,4,1
91,91,122740,122740000,H06210,0,1330,14,1
91,91,122741,122741000,E07112,0,1202,7,1
91,91,122746,122746000,B10104,0,1507,2,1
91,91,122775,122775000,W03302,0,1202,26,1
91,91,122776,122776000,Z02102,0,1843,37,1
91,91,122777,122777000,P16202,0,1843,24,1
91,91,122784,122784000,E06303,0,1202,5,1
91,91,122806,122806000,YC0000,0,1021,1,1
91,91,122809,122809000,L10203,0,1934,49,1
91,91,122810,122810000,W09101,0,1334,59,1
91,91,122813,122813000,E01305,0,1934,25,1
91,91,122823,122823000,W05101,0,1761,42,1
91,91,122824,122824000,E04314,0,1326,5,1
91,91,122826,122826000,W07108,0,1326,3,1
91,91,122846,122846000,H05308,0,1326,1,1
91,91,122852,122852000,W06414,0,1202,6,1
91,91,122853,122853000,Q00000,0,1326,2,1
91,91,122857,122857000,E10303,0,1021,3,1
91,91,122858,122858000,B01303,0,1761,21,1
91,91,122867,122867000,E07212,0,1021,8,1
91,91,122871,122871000,E06215,0,1021,19,1
91,91,122874,122874000,G08414,0,1326,19,1
91,91,122877,122877000,E06108,0,1330,4,1
91,91,122878,122878000,R04204,0,1006,65,1
91,91,122883,122883000,E07210,0,1021,7,1
91,91,122884,122884000,E07314,0,1330,14,1
91,91,122903,122903000,YC0000,0,1330,155,2
91,91,122904,122904000,YC0000,0,1330,153,2
91,91,122906,122906000,H05201,0,1661,7,1
91,91,122910,122910000,E10109,0,1021,10,1
91,91,122912,122912000,H05216,0,1661,14,1
91,91,122921,122921000,H05203,0,1661,12,1
91,91,122928,122928000,F03104,0,1202,27,1
91,91,122933,122933000,H06412,0,1202,4,1
91,91,122944,122944000,R03102,0,1009,144,1
91,91,122969,122969000,B05306,0,1517,30,1
91,91,122972,122972000,YC0000,0,1330,156,1
91,91,122998,122998000,Z01106,0,1014,242,4
91,91,123004,123004000,D07103,0,1002,1,1
