JXフォルダ,ファイル名,JX伝票番号,JX店舗CD,JX倉庫名,JX仕入先CD,JX仕入先名,発注日,納品日,JANコード,JX商品CD,JX商品名,DB商品CD,DB商品名,JX入荷ケース,JX入荷バラ,JX入荷総数,予定倉庫CD,予定倉庫名,予定仕入先CD,予定仕入先名,予定伝票番号,予定数量,予定単位,予定ソース,倉庫一致,仕入先一致
20260507,20260507130315_2026050663942872-20260507125653@FINET.dat,082741,0098,営業部石川（金沢）,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880110673,,サッポロ　＜生＞黒ラベル　　　　中瓶Ｐ函,141049,◎サッポロ　黒ラベル　中瓶５００ｍｌ,2,0,40,10,敦賀店,9012,"LW華本部 物流担当",20260506313,20,PIECE,TRANSFER,NG,NG
20260507,20260507130315_2026050663942872-20260507125653@FINET.dat,082741,0098,営業部石川（金沢）,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880110673,,サッポロ　＜生＞黒ラベル　　　　中瓶Ｐ函,141049,◎サッポロ　黒ラベル　中瓶５００ｍｌ,2,0,40,4,サンドーム前店,9012,"LW華本部 物流担当",20260506365,20,PIECE,TRANSFER,NG,NG
20260507,20260507130315_2026050663942872-20260507125653@FINET.dat,082741,0098,営業部石川（金沢）,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880110673,,サッポロ　＜生＞黒ラベル　　　　中瓶Ｐ函,141049,◎サッポロ　黒ラベル　中瓶５００ｍｌ,2,0,40,7,光陽店,9012,"LW華本部 物流担当",20260507393,40,PIECE,TRANSFER,NG,NG
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,02461010813,0002,二の宮店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260503,260507,4902102076579,211210,コカコーラ　ファンタ　グレープ５００ｍｌペット,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,1,0,24,7,光陽店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20260507968,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,02461010813,0002,二の宮店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260503,260507,4902102076579,211210,コカコーラ　ファンタ　グレープ５００ｍｌペット,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,1,0,24,7,光陽店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,04461011891,0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260505,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,1,0,24,22,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20260507718,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,04461011891,0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260505,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,1,0,24,22,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,04461011891,0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260505,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,1,0,24,91,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,35,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,04461011891,0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260505,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,1,0,24,11,越前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,26050701095,2,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,04461011891,0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260505,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,1,0,24,91,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,26050800055,35,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,20261006018,0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260507,4902102150620,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍ,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1,0,24,21,江守店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20260507648,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,20261006018,0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260507,4902102150620,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍ,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1,0,24,21,江守店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,20261006018,0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260507,4902102150620,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍ,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1,0,24,3,坂井店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,20261006018,0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260507,4902102150620,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍ,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1,0,24,3,坂井店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,20261006018,0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260507,4902102150620,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍ,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1,0,24,11,越前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,26050900042,2,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110721,211072,コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,5,0,120,91,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,10,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110721,211072,コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,5,0,120,91,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,10,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110721,211072,コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,5,0,120,91,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,26050800054,10,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110721,211072,コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,5,0,120,10,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,26050800537,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,10,0,240,22,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20260507718,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,10,0,240,22,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,10,0,240,91,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,35,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,10,0,240,11,越前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,26050701095,2,CASE,AUTO,NG,OK
20260507,20260507130316_2026050663945984-20260507130316@FINET.dat,98461004898,0098,営業部石川（金沢）,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260501,260507,0000002110738,211073,コカコーラコカコーラ　瓶１９０ｍｌ,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,10,0,240,91,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,26050800055,35,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,00133281960,0091,華むすびの蔵センター,0011,カナカン(株),260505,260507,4902720094221,490272,クラフト　フィラデルクリームチー　２００Ｇ　　　,261105,　クラフト　フィラデルフィア　クリームチーズ２００ｇ,0,6,6,11,越前店,1126,"カナカン(株)日配  福井営業所",26050700024,1,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,00133281960,0091,華むすびの蔵センター,0011,カナカン(株),260505,260507,4902720094221,490272,クラフト　フィラデルクリームチー　２００Ｇ　　　,261105,　クラフト　フィラデルフィア　クリームチーズ２００ｇ,0,6,6,21,江守店,1126,"カナカン(株)日配  福井営業所",26050700701,6,PIECE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,00133281960,0091,華むすびの蔵センター,0011,カナカン(株),260505,260507,4902720094221,490272,クラフト　フィラデルクリームチー　２００Ｇ　　　,261105,　クラフト　フィラデルフィア　クリームチーズ２００ｇ,0,6,6,21,江守店,1126,"カナカン(株)日配  福井営業所",26050800134,6,PIECE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,02461011103,0002,二の宮店,0011,カナカン(株),260504,260507,4902555126142,490255,不二家　ポップキャンディ袋　　　　２０ホ゜ン　　,244324,　不二家　ポップキャンディー袋２０本,0,6,6,9,ヴィオ店,1127,"カナカン(株)菓子  福井営業所",26050700654,2,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,20261006100,0001,本店,0011,カナカン(株),260506,260507,4901970002161,490197,天狗　天狗の横綱あられ　　　　　　６５Ｇ　　　　,249590,　天狗　天狗の横綱あられ６５ｇ,0,12,12,7,光陽店,1127,"カナカン(株)菓子  福井営業所",26050700238,1,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,20261006100,0001,本店,0011,カナカン(株),260506,260507,4901970002161,490197,天狗　天狗の横綱あられ　　　　　　６５Ｇ　　　　,249590,　天狗　天狗の横綱あられ６５ｇ,0,12,12,7,光陽店,1127,"カナカン(株)菓子  福井営業所",26050700590,1,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,20261006100,0001,本店,0011,カナカン(株),260506,260507,4901970002161,490197,天狗　天狗の横綱あられ　　　　　　６５Ｇ　　　　,249590,　天狗　天狗の横綱あられ６５ｇ,0,12,12,7,光陽店,1127,"カナカン(株)菓子  福井営業所",26050700829,1,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,11461010385,0011,越前店,0010,カナカン(株),260503,260507,4964374123450,496437,クラモト　カットアイス金澤氷室　　１ＫＧ　　　　,243169,　クラモト　カットアイス　金沢氷室１Ｋｇ,0,12,12,1,本店,1029,カナカン(株)フローズン（冷食）,26050700167,1,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,11461010385,0011,越前店,0010,カナカン(株),260503,260507,4964374123450,496437,クラモト　カットアイス金澤氷室　　１ＫＧ　　　　,243169,　クラモト　カットアイス　金沢氷室１Ｋｇ,0,12,12,9,ヴィオ店,1029,カナカン(株)フローズン（冷食）,26050700290,1,CASE,AUTO,NG,OK
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,11461010385,0011,越前店,0010,カナカン(株),260503,260507,4964374123450,496437,クラモト　カットアイス金澤氷室　　１ＫＧ　　　　,243169,　クラモト　カットアイス　金沢氷室１Ｋｇ,0,12,12,4,サンドーム前店,1029,カナカン(株)フローズン（冷食）,26050800235,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111168,115003,　一本義　辛口クラシック　パック９００ｍｌ（旧金印）,115003,　一本義　辛口クラシック　パック９００ｍｌ（旧金印）,1,0,6,22,小浜店,1202,"国分中部㈱第二支社 福井支店",20260507662,2,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111168,115003,　一本義　辛口クラシック　パック９００ｍｌ（旧金印）,115003,　一本義　辛口クラシック　パック９００ｍｌ（旧金印）,1,0,6,22,小浜店,1202,"国分中部㈱第二支社 福井支店",202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111212,112956,　一本義　辛口純米酒１．８Ｌ,112956,　一本義　辛口純米酒１．８Ｌ,1,0,6,22,小浜店,1202,"国分中部㈱第二支社 福井支店",20260507660,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111212,112956,　一本義　辛口純米酒１．８Ｌ,112956,　一本義　辛口純米酒１．８Ｌ,1,0,6,1,本店,1202,"国分中部㈱第二支社 福井支店",20260507903,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111212,112956,　一本義　辛口純米酒１．８Ｌ,112956,　一本義　辛口純米酒１．８Ｌ,1,0,6,7,光陽店,1202,"国分中部㈱第二支社 福井支店",20260507992,2,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111212,112956,　一本義　辛口純米酒１．８Ｌ,112956,　一本義　辛口純米酒１．８Ｌ,1,0,6,9,ヴィオ店,1202,"国分中部㈱第二支社 福井支店",202605071000,3,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111212,112956,　一本義　辛口純米酒１．８Ｌ,112956,　一本義　辛口純米酒１．８Ｌ,1,0,6,22,小浜店,1202,"国分中部㈱第二支社 福井支店",202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4904670479103,184061,　タカラ　焼酎ハイボール　梅干割り３５０ｍｌ,184061,　タカラ　焼酎ハイボール　梅干割り３５０ｍｌ,1,0,24,22,小浜店,1202,"国分中部㈱第二支社 福井支店",20260507704,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4904670479103,184061,　タカラ　焼酎ハイボール　梅干割り３５０ｍｌ,184061,　タカラ　焼酎ハイボール　梅干割り３５０ｍｌ,1,0,24,22,小浜店,1202,"国分中部㈱第二支社 福井支店",202605071000,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4900892211019,111041,　剣菱上撰１．８Ｌ,111041,　剣菱上撰１．８Ｌ,1,0,6,22,小浜店,1202,"国分中部㈱第二支社 福井支店",20260507659,1,CASE,AUTO,NG,OK
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4900892211019,111041,　剣菱上撰１．８Ｌ,111041,　剣菱上撰１．８Ｌ,1,0,6,22,小浜店,1202,"国分中部㈱第二支社 福井支店",202605071000,1,CASE,AUTO,NG,OK
20260508,20260508112148_2026050764181867-20260508112148@FINET.dat,20261006100,0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260508,4902102034517,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,1,0,30,1,本店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20260507865,1,CASE,AUTO,NG,OK
20260508,20260508112148_2026050764181867-20260508112148@FINET.dat,20261006100,0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260508,4902102034517,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,1,0,30,1,本店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260508,20260508112148_2026050764181867-20260508112148@FINET.dat,20261006100,0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260508,4902102034517,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,1,0,30,1,本店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260508,20260508112148_2026050764181867-20260508112148@FINET.dat,20261006100,0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260508,4902102076579,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,1,0,24,7,光陽店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20260507968,1,CASE,AUTO,NG,OK
20260508,20260508112148_2026050764181867-20260508112148@FINET.dat,20261006100,0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260508,4902102076579,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,1,0,24,7,光陽店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
20260508,20260508112148_2026050764181867-20260508112148@FINET.dat,20261006100,0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260508,4902102150620,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1,0,24,21,江守店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20260507648,1,CASE,AUTO,NG,OK
20260508,20260508112148_2026050764181867-20260508112148@FINET.dat,20261006100,0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,260506,260508,4902102150620,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,1,0,24,21,江守店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,202605071000,1,CASE,AUTO,NG,OK
