JXフォルダ,ファイル名,JX伝票番号,店舗CD,倉庫名,JX仕入先CD,仕入先名,発注日,納品日,JANコード,JX商品CD,JX商品名,DB商品CD,DB商品名,入数,入荷ケース,入荷バラ,入荷総数,入荷予定伝票,発注数,発注単位,予定仕入先名,商品登録
20260507,20260507130318_2026050663947767-20260507130318@FINET.dat,20261006100,0001,本店,0011,カナカン(株),260506,260507,4977856201829,497785,ＭＤ　森の黒トリュフ塩ナッツＭ　　７０Ｇ　　　　,249474,　ＭＤ　森の黒トリュフ塩ナッツミックス７０ｇ,12,0,0,0,,,,,YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0001,本店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880892913,147239,　サッポロ　ドラフトワン３３０ｍｌ,147239,　サッポロ　ドラフトワン３３０ｍｌ,24,0,0,0,20260507907,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0001,本店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880897277,142295,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　３５０ｍｌ,142295,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　３５０ｍｌ,12,0,0,0,20260507902,2,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0001,本店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,20260507910,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506496,0001,本店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880110086,,エビス　ビール　　　　　　　　　大瓶Ｐ函,141043,○サッポロ　エビス　大瓶６３３ｍｌ,20,0,0,0,20260507904,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506496,0001,本店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880897277,,サッポロ　ＳＯＲＡＣＨＩ　１９８４　４缶,142295,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　３５０ｍｌ,12,0,0,0,20260507902,2,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506517,0001,本店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880892913,,サッポロ　ドラフトワン　新　　６缶パック,147239,　サッポロ　ドラフトワン３３０ｍｌ,24,0,0,0,20260507907,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506517,0001,本店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,,高畠ワイン　嘉　スパークリングシャルドネ,100004,高畠　嘉スパークリング,6,0,0,0,20260507910,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,20260507953,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880213695,181258,　サッポロ　濃いめのレモンサワー重ね檸檬３５０ｍｌ,181258,　サッポロ　濃いめのレモンサワー重ね檸檬３５０ｍｌ,24,0,0,0,20260507948,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901592916464,242312,　缶つま　北海道産　鶏ぼんじり直火焼４０ｇ,242312,　缶つま　北海道産　鶏ぼんじり直火焼４０ｇ,24,0,0,0,20260507950,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6915878224233,149757,　ＡＢインベブ　コロナ　エキストラ　缶３３０ｍｌ,149757,　ＡＢインベブ　コロナ　エキストラ　缶３３０ｍｌ,24,0,0,0,20260507951,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880201395,185552,　サッポロ　濃いめのレモンサワー　３５０ｍｌ缶,185552,　サッポロ　濃いめのレモンサワー　３５０ｍｌ缶,24,0,0,0,20260507952,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506136,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4904670022477,121124,　３５°ホワイトタカラ４Ｌ,121124,　３５°ホワイトタカラ４Ｌ,4,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506144,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4944230100030,122974,　２５°ダバダ火振７２０ｍｌ（栗）,122974,　２５°ダバダ火振７２０ｍｌ（栗）,12,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506144,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6915878224233,149757,　ＡＢインベブ　コロナ　エキストラ　缶３３０ｍｌ,149757,　ＡＢインベブ　コロナ　エキストラ　缶３３０ｍｌ,24,0,0,0,20260507951,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506144,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880213695,181258,　サッポロ　濃いめのレモンサワー重ね檸檬３５０ｍｌ,181258,　サッポロ　濃いめのレモンサワー重ね檸檬３５０ｍｌ,24,0,0,0,20260507948,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506144,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880201395,185552,　サッポロ　濃いめのレモンサワー　３５０ｍｌ缶,185552,　サッポロ　濃いめのレモンサワー　３５０ｍｌ缶,24,0,0,0,20260507952,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506200,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4902494050126,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,20,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506200,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901592916464,242312,　缶つま　北海道産　鶏ぼんじり直火焼４０ｇ,242312,　缶つま　北海道産　鶏ぼんじり直火焼４０ｇ,24,0,0,0,20260507950,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506200,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,20260507953,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506576,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6915878224233,,コロナ　エキストラ　　　　　　４缶パック,149757,　ＡＢインベブ　コロナ　エキストラ　缶３３０ｍｌ,24,0,0,0,20260507951,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506576,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880213695,,Ｓ　サッポロ濃いめのレモンＳ重ね檸檬６缶,181258,　サッポロ　濃いめのレモンサワー重ね檸檬３５０ｍｌ,24,0,0,0,20260507948,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506576,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880201395,,Ｓ　サッポロ　濃いめのレモンサワー　６缶,185552,　サッポロ　濃いめのレモンサワー　３５０ｍｌ缶,24,0,0,0,20260507952,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506620,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901592916464,,＃缶つま　北海道産　鶏ぼんじり　直火焼　,242312,　缶つま　北海道産　鶏ぼんじり直火焼４０ｇ,24,0,0,0,20260507950,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506620,0003,坂井店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,,高畠ワイン　嘉　スパークリングシャルドネ,100004,高畠　嘉スパークリング,6,0,0,0,20260507953,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880897277,142295,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　３５０ｍｌ,142295,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　３５０ｍｌ,12,0,0,0,20260507793,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,20260507861,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880208233,185907,　サッポロ　ニッポンのシン・レモンサワー５００ｍｌ,185907,　サッポロ　ニッポンのシン・レモンサワー５００ｍｌ,24,0,0,0,20260507834,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880209810,185977,　サッポロ　クラフトスパイスソーダ５００ｍｌ,185977,　サッポロ　クラフトスパイスソーダ５００ｍｌ,24,0,0,0,20260507837,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4589724813357,149693,　ＡＢインベブ　バドワイザー　缶３３０ｍｌ,149693,　ＡＢインベブ　バドワイザー　缶３３０ｍｌ,24,0,0,0,20260507803,24,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4517780000282,112391,　百貴船金印１．８Ｌ,112391,　百貴船金印１．８Ｌ,6,0,0,0,20260507771,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4902494050126,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,20,0,0,0,20260507841,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0004,サンドーム前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901306023716,213190,　カゴメ　トマトジュース食塩無添加１９０ｍｌ,213190,　カゴメ　トマトジュース食塩無添加１９０ｍｌ,30,0,0,0,20260507847,30,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880882822,145016,　サッポロ　極ＺＥＲＯ５００ｍｌ,145016,　サッポロ　極ＺＥＲＯ５００ｍｌ,24,0,0,0,20260507998,24,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880896508,147254,　サッポロ　ＧＯＬＤ　ＳＴＡＲ　ゴールドスター５００ｍｌ,147254,　サッポロ　ＧＯＬＤ　ＳＴＡＲ　ゴールドスター５００ｍｌ,24,0,0,0,202605071000,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880111144,141045,　サッポロ　エビス　小瓶３３４ｍｌ,141045,　サッポロ　エビス　小瓶３３４ｍｌ,30,0,0,0,20260507996,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506648,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880111144,,エビス　ビール　　　　　　　　　小瓶Ｐ函,141045,　サッポロ　エビス　小瓶３３４ｍｌ,30,0,0,0,20260507996,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506648,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880882822,,サッポロ　極　ＺＥＲＯ（新）６缶パック　,145016,　サッポロ　極ＺＥＲＯ５００ｍｌ,24,0,0,0,20260507998,24,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506648,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880896508,,サッポロ　ＧＯＬＤ　ＳＴＡＲ　６缶パック,147254,　サッポロ　ＧＯＬＤ　ＳＴＡＲ　ゴールドスター５００ｍｌ,24,0,0,0,202605071000,48,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506678,0007,光陽店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,,高畠ワイン　嘉　スパークリングシャルドネ,100004,高畠　嘉スパークリング,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506707,0008,プラザ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,5055807416948,,＃Ｗ　ブルックラディ　クラシックラディ（,132090,×ブルックラディ　クラシック　７００ｍｌ,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506707,0008,プラザ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4904670460736,,Ｌ　宝　粋な雫チューＧフルーツ　ＩＢＪ缶,184843,　タカラ　粋な雫　グレープフルーツ３５０ｍｌ,24,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506737,0008,プラザ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4902494050126,,ハタ鉱泉　よいこの泡びぃー　　　　　　瓶,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,20,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506737,0008,プラザ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,,高畠ワイン　嘉　スパークリングシャルドネ,100004,高畠　嘉スパークリング,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0009,ヴィオ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0009,ヴィオ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6915878223915,149982,　ＡＢインベブ　コロナ　エキストラ　瓶３３０ｍｌ,149982,　ＡＢインベブ　コロナ　エキストラ　瓶３３０ｍｌ,24,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506761,0009,ヴィオ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6915878223915,,コロナ　エキストラ　　　　　　　　　　瓶,149982,　ＡＢインベブ　コロナ　エキストラ　瓶３３０ｍｌ,24,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506761,0009,ヴィオ店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,,高畠ワイン　嘉　スパークリングシャルドネ,100004,高畠　嘉スパークリング,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506806,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901903160050,131442,　ブレンデッドジャパニーズウィスキー　戸河内プレミアム　７００,131442,　ブレンデッドジャパニーズウィスキー　戸河内プレミアム　７００ｍｌ,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506806,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880897277,142295,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　３５０ｍｌ,142295,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　３５０ｍｌ,12,0,0,0,202605071000,3,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506806,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880882822,145016,　サッポロ　極ＺＥＲＯ５００ｍｌ,145016,　サッポロ　極ＺＥＲＯ５００ｍｌ,24,0,0,0,202605071000,24,PIECE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506837,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6915878223915,,コロナ　エキストラ　　　　　　　　　　瓶,149982,　ＡＢインベブ　コロナ　エキストラ　瓶３３０ｍｌ,24,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506837,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4904670479714,,Ｓ　宝　焼酎ハイボール　梅干割り　　　缶,184080,　タカラ　焼酎ハイボール　梅干割り５００ｍｌ,24,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506886,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4902494050126,,ハタ鉱泉　よいこの泡びぃー　　　　　　瓶,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,20,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506886,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6007359000600,,デュウランド　パイナップルジュース　　紙,213175,　デュウランド　パイナップルジュース１Ｌ,12,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506886,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901592928320,,だし麺　宮城県産わたり蟹だし塩らーめん　,248421,　だし麺　宮城県産わたり蟹だし　塩らーめん１０４ｇ,10,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506886,0010,敦賀店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,,高畠ワイン　嘉　スパークリングシャルドネ,100004,高畠　嘉スパークリング,6,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506423,0011,越前店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4973092111366,,清酒　一本義　辛爽系リミテッド生酒　　　,119318,　一本義　辛爽系リミテッド　無濾過生酒７２０ｍｌ　※直送・卸不可,10,0,0,0,202605071000,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4904670021111,121039,○３５°宝　純ペット２．７Ｌ,121039,○３５°宝　純ペット２．７Ｌ,6,0,0,0,20260507584,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4971980210412,184203,　合同　ニッポンプレミアム　静岡県産緑茶割り　３５０ｍｌ,184203,　合同　ニッポンプレミアム　静岡県産緑茶割り　３５０ｍｌ,24,0,0,0,20260507625,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,6915878223915,149982,　ＡＢインベブ　コロナ　エキストラ　瓶３３０ｍｌ,149982,　ＡＢインベブ　コロナ　エキストラ　瓶３３０ｍｌ,24,0,0,0,20260507610,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,20260507656,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880201005,147124,　サッポロ　麦とホップ３５０ｍｌ,147124,　サッポロ　麦とホップ３５０ｍｌ,24,0,0,0,,,,,YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880896492,147253,　サッポロ　ＧＯＬＤ　ＳＴＡＲ　ゴールドスター３５０ｍｌ,147253,　サッポロ　ＧＯＬＤ　ＳＴＡＲ　ゴールドスター３５０ｍｌ,24,0,0,0,,,,,YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4920205210942,100004,高畠　嘉スパークリング,100004,高畠　嘉スパークリング,6,0,0,0,20260507656,1,CASE,"国分中部㈱第二支社 福井支店",YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,3244088900006,155386,　リステル　ぺティアン　ド　リステル　グレープ７５０ｍｌ,155386,　リステル　ぺティアン　ド　リステル　グレープ７５０ｍｌ,6,0,0,0,,,,,YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506100,0021,江守店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880201012,147125,　サッポロ　麦とホップ５００ｍｌ,147125,　サッポロ　麦とホップ５００ｍｌ,24,0,0,0,,,,,YES
20260507,20260507130319_2026050663949912-20260507130319@FINET.dat,20260506913,0022,小浜店,1202,"国分中部㈱第二支社 福井支店",260506,260507,4901880201005,147124,　サッポロ　麦とホップ３５０ｍｌ,147124,　サッポロ　麦とホップ３５０ｍｌ,24,0,0,0,20260507692,192,PIECE,"国分中部㈱第二支社 福井支店",YES
