ordering_code,item_code,product_name,record_count,file_count,send_pattern,case_values,piece_values,has_case_1,has_case_2,has_case_3,has_case_4,sample_file
4901777361645,185557,サントリー　こだわり酒場のレモンサワー　追い足しレモン３５０ｍｌ,99,43,CASE_ONLY,1:4 2:45 3:5 4:25 5:14 6:6,0:99,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777363311,142405,サントリー　パーフェクトサントリービール５００ｍｌ,34,18,CASE_ONLY,1:29 2:5,0:34,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250803235023.txt
4901777364479,185558,サントリー　こだわり酒場のレモンサワー　追い足しレモン５００ｍｌ,30,22,CASE_ONLY,1:30,0:30,1,0,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777366039,211741,サントリー　からだ想うオールフリー５００ｍｌ,14,10,CASE_ONLY,1:14,0:14,1,0,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250803235023.txt
4901777367753,211689,サントリー　のんある酒場　レモンサワー　ノンアルコール３５０ｍｌ,76,41,CASE_ONLY,1:40 2:28 3:4 4:4,0:76,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777374331,142404,サントリー　パーフェクトサントリービール３５０ｍｌ,6,6,CASE_ONLY,2:1 4:5,0:6,0,1,0,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250804140027.txt
4901777375024,185715,サントリー　こだわり酒場のレモンサワー　濃い旨３５０ｍｌ,93,39,CASE_ONLY,1:54 2:27 4:5 5:6 8:1,0:93,1,1,0,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777384248,185720,サントリー　翠ジンソーダ３５０ｍｌ,74,42,CASE_ONLY,1:37 2:35 3:2,0:74,1,1,1,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777385467,211851,サントリー　あしたを想う　オールフリー３５０ｍｌ,44,26,CASE_ONLY,1:30 2:13 3:1,0:44,1,1,1,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777392779,142543,サントリー　生ビール３５０ｍｌ,3,3,CASE_ONLY,4:1 8:2,0:3,0,0,0,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250808140024.txt
4901777392793,142544,サントリー　生ビール５００ｍｌ,30,18,CASE_ONLY,1:24 2:6,0:30,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250803235023.txt
4901777392977,142069,サントリー　プレミアムモルツ　香るエール３５０ｍｌ,49,28,CASE_ONLY,1:16 2:24 3:1 4:8,0:49,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777392991,142070,サントリー　プレミアムモルツ　香るエール５００ｍｌ,30,21,CASE_ONLY,1:24 2:6,0:30,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250803235023.txt
4901777393660,142534,サントリー　マスターズドリーム３５０ｍｌ,6,6,CASE_ONLY,1:3 2:3,0:6,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250807140033.txt
4901777393714,143244,サントリー　プレミアムモルツ３５０ｍｌ,9,8,CASE_ONLY,1:1 2:2 4:4 6:2,0:9,1,1,0,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250806140027.txt
4901777393738,143022,サントリー　プレミアムモルツ５００ｍｌ,72,34,CASE_ONLY,1:59 2:11 3:1 4:1,0:72,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777393943,185899,サントリー　こだわり酒場のタコハイ缶３５０ｍｌ,109,42,CASE_ONLY,2:46 3:20 4:36 5:6 8:1,0:109,0,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777401099,185902,サントリー　－１９６℃　無糖ダブルレモン７％　３５０ｍｌ,92,41,CASE_ONLY,1:29 2:26 3:12 4:23 8:1 9:1,0:92,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777404212,185900,サントリー　こだわり酒場のタコハイ缶５００ｍｌ,28,18,CASE_ONLY,1:28,0:28,1,0,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250803235023.txt
4901777430426,181157,サントリー　こだわり酒場のタコハイ　つぶれ梅３５０ｍｌ,46,31,CASE_ONLY,1:39 2:7,0:46,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777432918,181206,サントリー　－１９６℃　無糖ダブルレモン４％　３５０ｍｌ,74,40,CASE_ONLY,1:46 2:22 3:3 4:3,0:74,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4901777433588,145055,サントリー　金麦　晩酌サワー３５０ｍｌ,10,9,CASE_ONLY,1:5 3:1 4:3 5:1,0:10,1,0,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250817235022.txt
4901777439849,142827,サントリー　ビアミー３５０ｍｌ,1,1,CASE_ONLY,3:1,0:1,0,0,1,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250825140025.txt
4901777439863,142828,サントリー　ビアミー５００ｍｌ,2,2,CASE_ONLY,1:2,0:2,1,0,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250831235026.txt
4901777441699,251042,サントリー　ザ・ベゼルズ３５０ｍｌ,8,6,CASE_ONLY,3:1 4:2 5:2 6:1 8:2,0:8,0,0,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4902179604538,211763,サンガリア　日本の味　ラムネ　２００ｍｌ瓶,6,6,CASE_ONLY,2:1 3:1 4:3 8:1,0:6,0,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250808140024.txt
4902204431863,213092,デルモンテ　トマトジュース　クラシック１９０ｇ,1,1,CASE_ONLY,2:1,0:1,0,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250803235023.txt
4904230030010,211096,アサヒ　ドライゼロ３５０ｍｌ,159,49,CASE_ONLY,1:1 2:1 4:35 5:4 6:7 8:79 10:16 12:4 16:12,0:159,1,1,0,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230030881,211367,アサヒドライゼロ５００ｍｌ,56,31,CASE_ONLY,1:40 2:14 4:2,0:56,1,1,0,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230040071,211034,アサヒドライゼロ　フリー５００ｍｌ,4,4,CASE_ONLY,1:1 4:3,0:4,1,0,0,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250810235021.txt
4904230040095,211029,アサヒ　ドライゼロ　フリー３５０ｍｌ,95,43,CASE_ONLY,1:69 2:19 3:1 4:6,0:95,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230067047,211194,アサヒ　ヘルシースタイル３５０ｍｌ,39,23,CASE_ONLY,1:22 2:17,0:39,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230067382,210840,アサヒ　ビアリー３５０ｍｌ,50,31,CASE_ONLY,1:40 2:10,0:50,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230073086,211899,アサヒ　ゼロ　ノンアルコール３５０ｍｌ,140,43,CASE_ONLY,1:2 2:6 3:31 4:25 5:15 6:16 7:1 8:41 12:3,0:140,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230073383,211878,アサヒ　ドライゼロ　泡ジョッキ缶３４０ｍｌ,1,1,CASE_ONLY,5:1,0:1,0,0,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250911140017.txt
4904230074007,181103,アサヒ　ジノン　レモン３５０ｍｌ,86,45,CASE_ONLY,1:50 2:24 3:5 4:6 9:1,0:86,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230074021,181105,アサヒ　ジノン　グレープフルーツ３５０ｍｌ,54,37,CASE_ONLY,1:41 2:10 3:1 4:2,0:54,1,1,1,1,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/20250928235020.txt
4904230074472,211934,アサヒ　ゼロ　ノンアルコール５００ｍｌ,7,7,CASE_ONLY,1:6 2:1,0:7,1,1,0,0,/Users/jungsinyu/Works/1.顧客対応/11.華様/問屋さんやり取り/3.過去データEOS/kanakan/1021_order/LWHANA_20250804140027.txt
